,X,X.x,collarid,Number_of_fixes,Date_Start,DateStop,Duration,Variogram_inspection,Variogram_inspection_MBB,VariogramInspection_Jared,VariogramNotes_Jared,collartype,Name,giraffeid,duplicate,collarid_2,unit_ID,Attachment,species,subspecies,taxa,utm_zone,epsg,gmt_diff,Country,Park_location,year,Operation,date_collared,sex,age_class,LAST_FIX,failure_class,ID,model,tau_pos_lcl,tau_pos_ucl,tau_vel_lcl,tau_vel_ucl,tau_vel_ml,speed_lcl,speed_ucl,speed_ml,DOF_mean,DOF_area,DOF_speed,X.y,file_name,akde_95_lcl,akde_95_ML,akde_95_ucl,akde_95_DOF_area,akde_95_DOF_bandwidth,akde_50_lcl,akde_50_ML,akde_50_ucl,akde_50_DOF_area,akde_50_DOF_bandwidth,ProtectedArea,temp_mean,temp_sd,ndvi_mean,ndvi_sd,Bare,Closed.Deciduous.Forest,Closed.Evergreen.Forest,ClosedToOpen.herbaceous,ClosedToOpen.SemiDeciduous.Forest,ClosedToOpen.shrubland,Flooded.Forest_ClosedToOpen,Flooded.Grassland,Mosaic.Croplands,Mosaic.ForestShrubland,Mosaic.grassland,Mosaic.Vegetation,Open.Deciduous.Forest,Open.Evergreen.Forest,Rainfed.Croplands,Spare.Vegetation,Urban,Water,habitat,hfp2009_mean,hfp2009_sd,human_density_mean,human_density_sd,woody_mean,woody_sd,cop_bare_mean,cop_bare_sd,cop_tree_mean,cop_tree_sd,cop_shrub_mean,cop_shrub_sd
129,129,143,IRI2016-3279,6353,9/2/2019,5/27/2020,268,good,ok,1,0,IP103,,IRI2016-3279,no,iri2016-3279,3279,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/2/2019,female,,5/27/2020,sudden failure,IRI2016-3279,OUF anisotropic,15.83212405,31.63006327,26.99581139,29.99880719,28.4577255,12.12946019,12.48475156,12.30712349,9.450150756,15.49582799,4609.190709,16,0,225.1828694,398.0492113,619.344511,15.49582799,24.44954879,225.1828694,398.0492113,619.344511,15.49582799,24.44954879,0.51031009,30.40075164,7.45050534,0.448306122,0.185242364,0.322732997,0,0,0.277078086,0,0.000157431,0,0,0.00425063,0.309823678,0,0.039987406,0,0,0,0.045969773,0,0,Bare,6.28253418,2.147073479,28.53937729,45.681079,22.5767354,17.81011144,2.943333858,3.576784581,0.745002361,2.681594364,18.14512829,7.293593335
130,130,144,IRI2016-3278,2477,9/2/2019,1/25/2020,145,good,ok,1,0,IP103,,IRI2016-3278,no,iri2016-3278,3278,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/2/2019,male,,1/25/2020,fell off,IRI2016-3278,OUF anisotropic,3.86101045,6.2348751,34.39779159,40.09707131,37.13826467,13.54351621,14.11368296,13.8286399,15.70310739,27.28729045,2259.540622,15,0,106.23319,160.810561,226.5217288,27.28729045,46.32790471,106.23319,160.810561,226.5217288,27.28729045,46.32790471,0.957610012,29.01987879,5.53720137,0.374237101,0.174158236,0.006454215,0,0,0,0,0.006454215,0,0,0.099233562,0.160951997,0.005647438,0.556272691,0,0,0,0.164985881,0,0,Mosaic Vegetation,12.50252172,4.749236933,32.91814272,5.068781462,21.63463868,19.24353266,3.36011304,2.944202373,3.262414211,3.990671208,24.983044,7.003440415
131,131,145,IRI2016-3268,6537,9/2/2019,6/17/2020,289,good,good,1,Strange shift in the variogram,IP103,,IRI2016-3268,no,iri2016-3268,3268,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/2/2019,female,,6/17/2020,sudden failure,IRI2016-3268,OUF anisotropic,8.8773815,13.86058557,34.51294206,37.89939747,36.16655511,14.28362216,14.65618891,14.46992201,17.11278726,30.07570608,5794.396585,11,0,189.1247696,280.1585011,388.7952112,30.07570608,56.21267859,189.1247696,280.1585011,388.7952112,30.07570608,56.21267859,0.538167355,29.28033063,6.364464055,0.366024178,0.117478808,0.003824969,0,0,0,0,0.000305998,0,0,0.000917993,0.378518972,0.011321909,0.369186047,0,0,0,0.235924113,0,0,Mosaic ForestShrubland,8.235586068,2.764981421,32.87875625,7.496063282,24.52225792,18.7115375,2.164295548,3.175447679,2.490592015,2.232975557,26.12559278,6.882626385
132,132,146,IRI2016-3269,391,9/3/2019,9/20/2019,17,,,#N/A,#N/A,IP103,,IRI2016-3269,no,iri2016-3269,3269,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/3/2019,female,,9/20/2019,fell off,IRI2016-3269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30.42661499,6.866147313,0.191553708,0.016526679,0,0,0,0,0,0,0,0,0.135549872,0.028132992,0,0.767263427,0,0,0,0.069053708,0,0,Mosaic Vegetation,12.2562441,4.924126927,25.07679739,7.303943984,22.93606138,17.18924839,3.475703325,3.161271726,3.10741688,2.866914938,24.35038363,6.762831573
133,133,147,IRI2016-3257,1564,9/3/2019,11/10/2019,68,bad,bad,0,Not great.  No asymptote,IP103,,IRI2016-3257,no,iri2016-3257,3257,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/3/2019,female,,11/10/2019,voltage drop,IRI2016-3257,OUF anisotropic,3.184008275,5.874391791,23.21438858,29.39148863,26.12097698,12.79551908,13.64170714,13.21870562,11.60263615,18.93119368,937.2706886,5,0,40.47101281,67.29021071,100.8165876,18.93119368,32.74920333,40.47101281,67.29021071,100.8165876,18.93119368,32.74920333,0,29.45832266,5.899938479,0.218340537,0.056958069,0,0,0,0,0,0,0,0,0.005754476,0.034526854,0,0.568414322,0,0,0,0.391304348,0,0,Mosaic Vegetation,7.808340105,1.721929028,12.72523772,1.507655608,28.22634271,14.23816869,4.766624041,3.754955589,2.774296675,1.509900516,30.29411765,5.117975165
134,134,148,IRI2016-3277,895,9/5/2019,10/14/2019,39,bad,bad,0,Potentially problematic.  Good to see UD summary.,IP103,,IRI2016-3277,no,iri2016-3277,3277,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/5/2019,female,,10/14/2019,fell off,IRI2016-3277,OUF anisotropic,19.12816918,43.0581841,25.21510691,33.72512061,29.16131893,5.595802357,6.053743995,5.824834442,2.015786362,2.465253086,621.3404144,14,0,21.71820835,133.0185285,343.1074834,2.465253086,2.516161162,21.71820835,133.0185285,343.1074834,2.465253086,2.516161162,0,30.13895954,6.821515616,0.203363281,0.052121307,0,0,0,0,0,0,0,0,0.018994413,0.16424581,0.001117318,0.572067039,0,0,0,0.243575419,0,0,Mosaic Vegetation,4.864735751,2.086478644,2.078884899,1.03E-07,41.33743017,14.71458879,3.624581006,3.674669812,4.45698324,1.940413784,38.85586592,6.936465158
135,135,149,IRI2016-3262,9328,9/5/2019,10/1/2020,392,good,good,1,Perfect variogram,IP103,,IRI2016-3262,no,iri2016-3262,3262,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/5/2019,female,,10/1/2020,fell off,IRI2016-3262,OUF anisotropic,7.946067476,11.22347832,39.25572415,42.30286438,40.750823,12.32206734,12.57859908,12.45034229,25.57237306,45.66773703,9048.336792,10,0,207.8396536,284.2323042,372.3962534,45.66773703,105.9520979,207.8396536,284.2323042,372.3962534,45.66773703,105.9520979,0,29.75412171,7.025236327,0.399662864,0.1820147,0.179264501,0,0,0.189342768,0,0,0,0,0.008148386,0.186984025,0,0.00782674,0,0,0,0.42843358,0,0,Spare Vegetation,2.938099113,0.360789615,1.673138679,0.459788058,31.18632075,17.9876963,3.191037736,3.100676089,2.32214837,2.599018878,28.59412521,9.569479008
136,136,150,IRI2016-3280,5959,9/5/2019,6/25/2020,294,good,ok,1,0,IP103,,IRI2016-3280,no,iri2016-3280,3280,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/5/2019,female,,6/25/2020,sudden failure,IRI2016-3280,OUF anisotropic,8.199224532,12.93120757,35.76608314,39.37693874,37.52810767,13.21363261,13.56135815,13.38751089,16.78832945,29.07357657,5693.906079,17,0,201.2510524,300.3342929,418.936998,29.07357657,55.03976097,201.2510524,300.3342929,418.936998,29.07357657,55.03976097,0,30.13426691,7.227697438,0.4029927,0.144538331,0.001174694,0,0,0.000671254,0,0,0,0,0.047826817,0.070985065,0,0.100352408,0,0,0.000671254,0.77831851,0,0,Spare Vegetation,3.04907373,0.92339279,1.95040302,0.321603889,35.50293673,15.67438743,5.536835039,3.30353409,3.645074677,2.353328688,36.38211109,7.694124536
137,137,151,IRI2016-3272,4430,9/6/2019,4/6/2020,213,good,good,1,0,IP103,,IRI2016-3272,no,iri2016-3272,3272,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/6/2019,female,,4/6/2020,fell off,IRI2016-3272,OUF anisotropic,5.775770217,8.916823172,36.53847493,40.85275833,38.63544339,14.29049585,14.73773626,14.51413971,18.61730344,31.63936324,4045.566024,12,0,174.715575,256.0377221,352.6540788,31.63936324,60.25014315,174.715575,256.0377221,352.6540788,31.63936324,60.25014315,0,27.40671202,5.847324185,0.474447911,0.193853033,0,0,0,0,0,0.006999323,0,0,0.22375254,0.097990517,0.015579138,0.608489501,0,0,0,0.047188982,0,0,Mosaic Vegetation,6.706484629,3.530949823,4.389767731,0.564647166,37.29638826,22.10602667,3.111286682,3.814333334,11.74288939,6.237566563,47.92957111,9.159212725
138,138,152,IRI2016-3274,7219,9/6/2019,7/6/2020,304,good,ok,1,0,IP103,,IRI2016-3274,no,iri2016-3274,3274,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/6/2019,female,,7/6/2020,sudden failure,IRI2016-3274,OUF anisotropic,8.697934874,32.65570262,38.02851097,41.41035979,39.68342628,13.37799219,13.69568159,13.5368497,10.00130032,16.51134348,6974.544302,7,0,423.8368155,734.1763361,1128.371301,16.51134348,26.56360913,423.8368155,734.1763361,1128.371301,16.51134348,26.56360913,0,31.68990672,6.821265688,0.456920607,0.184246712,0.22152951,0,0,0.095871433,0,0.000138543,0,0,0.018149072,0.255749515,0.006650042,0.040177334,0,0,0,0.361734553,0,0,Spare Vegetation,2.799528955,1.030565062,0.544844057,0.072312938,16.75869234,16.29677505,4.651198227,2.952747783,3.304197257,6.035660891,21.31389389,10.43716581
139,139,153,IRI2016-3266,6451,9/7/2019,6/15/2020,282,good,good,1,0,IP103,,IRI2016-3266,no,iri2016-3266,3266,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/7/2019,female,,6/15/2020,sudden failure,IRI2016-3266,OUF anisotropic,4.90193408,10.94855421,32.98812626,36.2940712,34.60163874,15.69373533,16.10179038,15.89778085,20.14988271,35.61607336,5830.685149,4,0,245.7178817,351.5644286,476.071443,35.61607336,72.4463038,245.7178817,351.5644286,476.071443,35.61607336,72.4463038,0,31.77518374,7.745511698,0.42453384,0.166567101,0.041860465,0,0,0.008992248,0,0,0,0,0,0.271627907,0.024031008,0.003100775,0,0,0,0.650387597,0,0,Spare Vegetation,2.484806202,1.24405929,1.614630019,1.427994133,9.441636956,8.250241024,5.451712913,3.320215473,3.28894745,4.974405842,22.09858937,7.510729247
140,140,154,IRI2016-3273,7552,9/7/2019,7/21/2020,318,good,lessthanstellar,1,0,IP103,,IRI2016-3273,no,iri2016-3273,3273,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/7/2019,female,,7/21/2020,fell off,IRI2016-3273,OUF anisotropic,8.735714317,30.1272998,37.1926688,40.44565009,38.78507017,13.52261428,13.83723665,13.6799379,10.78166305,18.15129442,7262.32234,6,0,400.8530777,674.6890116,1018.652406,18.15129442,29.68407909,400.8530777,674.6890116,1018.652406,18.15129442,29.68407909,0,30.89053366,7.297445749,0.416424841,0.168956697,0.202489736,0,0,0.074692094,0,0,0,0,0,0.222487088,0.010064892,0,0,0,0,0.49026619,0,0,Spare Vegetation,3.105151636,1.084539735,2.982469126,1.56648636,6.847722458,5.755731407,5.222854873,3.28030799,0.997086864,2.898173357,13.24086335,7.074184253
141,141,155,IRI2016-3265,8616,9/7/2019,9/28/2020,387,bad,bad,1,"Okay, to discuss",IP103,,IRI2016-3265,no,iri2016-3265,3265,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/7/2019,female,,9/28/2020,sudden failure,IRI2016-3265,OUF anisotropic,9.256347415,26.52824167,38.50228692,41.61054976,40.02625795,14.35547749,14.66542211,14.51046118,13.3043669,23.09672056,8419.41727,3,0,451.0360084,710.7520231,1028.576942,23.09672056,38.62538791,451.0360084,710.7520231,1028.576942,23.09672056,38.62538791,0,30.00902826,6.922333602,0.402554359,0.167502604,0.189204875,0,0,0.060708067,0,0,0,0,0,0.19930354,0.009866512,0.000464306,0,0,0,0.540452699,0,0,Spare Vegetation,2.966569936,0.891513281,1.912695441,1.304251536,8.986652739,10.98536707,5.213207985,3.176256533,1.689182916,3.679019777,14.59958217,8.909739944
142,142,156,IRI2016-3256,1242,9/7/2019,10/31/2019,54,,lessthanstellar,0,Short time frame.  Problem variogram.,IP103,,IRI2016-3256,no,iri2016-3256,3256,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/7/2019,male,,10/31/2019,fell off,IRI2016-3256,OUF anisotropic,0,7.499747504,41.74116582,51.20813034,46.23296508,15.89573889,16.81344192,16.35467848,1.315247815,1.517077134,1219.882752,1,0,584.9061597,7943.372067,24640.55846,1.517077134,1.408661327,584.9061597,7943.372067,24640.55846,1.517077134,1.408661327,0,30.09556452,4.546110774,0.254193018,0.10820954,0.117552335,0,0,0.193236715,0,0,0,0,0,0.237520129,0.005636071,0.001610306,0,0,0,0.444444444,0,0,Spare Vegetation,2.599838969,1.227577283,1.379399691,1.517895626,10.52818035,9.08707602,3.888083736,3.050665855,3.511272142,4.127143517,20.73188406,9.944800001
143,143,157,IRI2016-3263,184,9/7/2019,9/15/2019,8,,,#N/A,#N/A,IP103,,IRI2016-3263,no,iri2016-3263,3263,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/7/2019,male,,9/15/2019,fell off,IRI2016-3263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29.46538462,5.188572187,0.180252717,0.013588021,0.02173913,0,0,0,0,0,0,0,0,0.086956522,0,0.027173913,0,0,0,0.864130435,0,0,Spare Vegetation,3.673913043,0.470058609,0.806599853,0.47244086,27.9673913,16.51788306,5.282608696,3.346398723,5.625,3.116258265,35.875,8.734744703
144,144,158,IRI2016-3271,4418,9/7/2019,3/9/2020,184,good,ok,1,0,IP103,,IRI2016-3271,no,iri2016-3271,3271,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/7/2019,female,,3/9/2020,fell off,IRI2016-3271,OUF anisotropic,2.867917328,6.749587458,54.97748807,61.67009727,58.22771709,12.10575885,12.48735589,12.2965777,21.70873458,32.97163482,3988.75198,5,0,97.04905889,141.0119231,193.0584286,32.97163482,81.24851519,97.04905889,141.0119231,193.0584286,32.97163482,81.24851519,0,29.6079763,6.575744795,0.429630149,0.173573675,0.09370756,0,0,0.01674966,0,0,0,0,0,0.376867361,0,0.060887279,0,0,0,0.451788139,0,0,Spare Vegetation,2.984326316,0.145957592,4.0464899,1.175181733,26.93051154,22.86984002,3.915346311,2.780081303,1.748755093,5.1975055,17.26980534,6.273886066
145,145,159,IRI2016-3260,8339,9/6/2019,9/1/2020,361,good,good,1,0,IP103,,IRI2016-3260,no,iri2016-3260,3260,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/6/2019,female,,9/1/2020,sudden failure,IRI2016-3260,OUF anisotropic,8.996479369,13.38217059,41.12314295,44.46310985,42.76052879,12.82818026,13.10779034,12.96799566,20.91083891,36.24672701,8262.808641,8,0,251.3612206,358.4141661,484.1608254,36.24672701,77.2096522,251.3612206,358.4141661,484.1608254,36.24672701,77.2096522,0,26.99672072,4.324619413,0.393678187,0.160024442,0.03274952,0,0,0.00299904,0,0,0,0,0.01115643,0.160268714,0.01859405,0.137715931,0,0,0.002879079,0.633637236,0,0,Spare Vegetation,3.178095443,0.35339967,0.272545064,0.169039935,31.55330375,15.87437587,5.669744574,3.730140128,3.796498381,3.381188662,31.94351841,10.24310167
146,146,160,IRI2016-3267,8970,9/5/2019,11/21/2020,443,good,ok,1,0,IP103,,IRI2016-3267,no,iri2016-3267,3267,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/5/2019,female,,11/21/2020,sudden failure,IRI2016-3267,OUF anisotropic,9.677064975,26.03786517,37.59175381,40.60860854,39.07107389,13.41832132,13.70477164,13.56155688,14.84481754,25.4291859,8610.105304,9,0,481.4625624,740.9402979,1055.454907,25.4291859,38.37401349,481.4625624,740.9402979,1055.454907,25.4291859,38.37401349,0,25.68331843,4.287078995,0.389254776,0.166663798,0.166164827,0,0,0.157131705,0,0,0,0,0.00211888,0.242444519,0.0005576,0.014051522,0,0,0,0.417530947,0,0,Spare Vegetation,2.964765953,0.569108086,1.052568843,0.735448408,31.18037904,18.13969451,3.689186176,3.313941923,2.652396878,2.868822987,29.57235229,10.59432224
147,147,161,IRI2016-3276,119,9/5/2019,10/5/2019,30,bad,,#N/A,#N/A,IP103,,IRI2016-3276,no,iri2016-3276,3276,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/5/2019,male,,10/5/2019,voltage drop,IRI2016-3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29.2008547,4.000420144,0.199331933,0.015612017,0,0,0,0,0,0,0,0,0.008547009,0,0,0.512820513,0,0,0,0.478632479,0,0,Mosaic Vegetation,3.582800293,0.65276662,1.745587112,0.561412658,35.4789916,18.82427604,4.529411765,3.049933396,5.588235294,2.811633715,34.42857143,6.663296162
148,148,162,IRI2016-3258,942,9/6/2019,2/26/2020,173,bad,bad,1,"Probably a resident, but the variogram is funny.",IP103,,IRI2016-3258,no,iri2016-3258,3258,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/6/2019,male,,2/26/2020,voltage drop,IRI2016-3258,OUF anisotropic,1.291672551,1.972712954,45.47189774,58.80894091,51.71222435,16.33604032,17.44463127,16.89046001,28.52854857,38.44808988,891.5740278,6,0,67.57085086,95.27546704,127.6653671,38.44808988,64.97435837,67.57085086,95.27546704,127.6653671,38.44808988,64.97435837,0,28.23648936,4.959254472,0.322306568,0.143774365,0,0,0,0,0,0,0,0,0.015957447,0.356382979,0.072340426,0.491489362,0,0,0,0.063829787,0,0,Mosaic Vegetation,4.887931034,2.393042015,3.666518004,0.41277436,39.65711253,20.42227554,5.25477707,4.422055329,7.259023355,2.619066504,46.46602972,7.889271758
149,149,163,IRI2016-3264,2824,9/6/2019,5/26/2020,263,bad,bad,0,Strange,IP103,,IRI2016-3264,no,iri2016-3264,3264,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,KEN_NorthernKenya,2019,Kenya_2019,9/6/2019,female,,5/26/2020,sudden failure,IRI2016-3264,OUF anisotropic,6.050842955,32.91846728,31.11686937,36.11669258,33.52369916,10.86347918,11.30029734,11.08191779,8.305317485,11.91935699,2472.271369,2,0,158.7690308,308.0668886,506.0205445,11.91935699,13.35909939,158.7690308,308.0668886,506.0205445,11.91935699,13.35909939,0,27.7359674,4.953472255,0.568498727,0.175734806,0.134349521,0,0,0.003899326,0,0,0,0,0,0.514356611,0.029422191,0.003544842,0,0,0,0.314427508,0,0,Mosaic ForestShrubland,2.2382134,0.433491759,0.745537518,0.657976565,13.11791785,14.45326343,4.631728045,3.180651141,1.213172805,3.603422133,16.2315864,6.755025746
150,150,166,IRI2016-3227,10394,10/12/2019,1/5/2021,451,good,ok,1,0,IP103,,Nusty,no,iri2016-3227,3227,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_EtoshaHeights,2019,Namibia_2019,10/12/2019,female,,1/5/2021,fell off,IRI2016-3227,OUF anisotropic,13.56859746,21.01342596,33.85686579,36.45048828,35.12974935,12.10428008,12.34872279,12.22650983,17.54422129,30.84955115,9610.359922,3,0,262.3538579,386.52521,534.3750456,30.84955115,60.57540619,262.3538579,386.52521,534.3750456,30.84955115,60.57540619,0.071483548,24.18394717,5.224642858,0.277849348,0.099918904,0,0,0,0.999711427,0,0,0,0,0,0,0,0.000288573,0,0,0,0,0,0,ClosedToOpen herbaceous,2.107656604,0.517368528,0.320311721,0.066811267,30.05926496,21.83194539,5.033096017,3.09129528,5.420723494,1.552480879,39.43467385,11.22819532
151,151,167,IRI2016-3221,17818,10/12/2019,1/1/2022,812,good,good,1,0,IP103,,Lynne,no,iri2016-3221,3221,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_EtoshaHeights,2019,Namibia_2019,10/12/2019,female,,12/31/2022,active,IRI2016-3221,OUF anisotropic,4.314427246,5.055523897,31.61971442,33.44437094,32.5192475,12.99648324,13.19462143,13.09555749,94.62080329,182.9324986,16780.44839,2,0,120.8799969,140.5036401,161.5816562,182.9324986,727.9710054,120.8799969,140.5036401,161.5816562,182.9324986,727.9710054,0.059580405,24.4273307,8.450580955,0.252758131,0.096382812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,2.309465439,0.30250407,0.3238161,0.053021953,13.27082472,13.1800254,5.724782968,3.777506694,4.771031418,1.41363683,25.66127532,6.755994625
152,152,168,IRI2016-3322,3449,10/12/2019,3/31/2020,171,good,ok,1,0,IP103,,Grey,no,iri2016-3322,3322,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_EtoshaHeights,2019,Namibia_2019,10/12/2019,female,,3/31/2020,sudden failure,IRI2016-3322,OUF anisotropic,3.236730886,4.657067578,29.15651281,33.54880662,31.27564883,13.09975237,13.59920987,13.34951318,26.32131891,42.87406228,2744.127441,4,0,68.22921825,94.32609301,124.5835325,42.87406228,98.63958532,68.22921825,94.32609301,124.5835325,42.87406228,98.63958532,0.000869817,25.22192341,5.643908784,0.332341519,0.105053892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,2.101396813,0.331291159,0.353511465,0.030816247,30.00086982,18.93773377,4.856480139,3.02828687,5.112206437,1.353603949,37.27399246,10.90169208
153,153,169,IRI2016-3219,14180,10/14/2019,3/12/2022,880,good,good,1,0,IP103,,Andrea,no,iri2016-3219,3219,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_EtoshaHeights,2019,Namibia_2019,10/14/2019,female,,3/12/2022,fell off,IRI2016-3219,OUF anisotropic,8.505494858,10.77244028,35.04534664,37.29581005,36.15307167,13.04039699,13.26160528,13.15100753,47.70240649,88.20138034,13577.07545,1,0,237.1526897,295.6121687,360.4153299,88.20138034,205.2906655,237.1526897,295.6121687,360.4153299,88.20138034,205.2906655,0.272858023,26.83685663,8.998969058,0.255140974,0.093629141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,2.595922957,0.741546903,0.280395796,0.082424437,15.48024108,16.36530441,5.881514965,4.130350585,5.187795356,1.472465669,30.1032806,10.21220816
154,154,170,IRI2016-3087,14426,11/4/2019,1/1/2022,789,good,ok,1,"Not great, but okay.",IP103,Jamie,Jamie,no,iri2016-3087,3087,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_PianUpe,2019,Twiga4,11/4/2019,female,subadult,12/31/2022,active,IRI2016-3087,OUF anisotropic,9.59713914,12.72774886,44.2484499,46.82073274,45.51642392,17.13648358,17.41576191,17.2761305,34.18751928,64.18861719,14699.74789,1,0,394.4285164,511.9541335,644.5712949,64.18861719,163.2689606,394.4285164,511.9541335,644.5712949,64.18861719,163.2689606,0.997978876,22.57664698,2.730941555,0.551977688,0.123396746,0.002477022,0,0,0,0,0.020468027,0,0,0.001890359,0.974903852,0,0,0.000260739,0,0,0,0,0,Mosaic ForestShrubland,5.309602805,1.585889165,62.05787481,12.36181661,9.996870518,9.828256744,0,0,9.827422089,3.690618928,19.39659669,5.01443767
155,155,171,IRI2016-3326,9237,11/7/2019,1/1/2022,786,good,ok,1,0,IP103,Murch_18_3253,Ujasiri,no,iri2016-3326,3326,OssiUnit,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Uganda,UGA_PianUpe,2019,Twiga4,11/7/2019,female,subadult,12/31/2022,fell off,IRI2016-3326,OUF anisotropic,9.470522679,12.61398755,41.8899898,45.04195583,43.43739253,16.45010294,16.79123227,16.62067964,34.55533492,62.89267518,9119.014149,2,0,363.4108867,473.041384,596.9033449,62.89267518,108.8785837,363.4108867,473.041384,596.9033449,62.89267518,108.8785837,0.997196262,29.77448599,7.848402896,0.578178499,0.114565516,0.00342608,0,0,0,0,0.022113787,0,0,0.001972591,0.972383721,0,0,0.000103821,0,0,0,0,0,Mosaic ForestShrubland,5.193470668,1.387541102,61.39550077,12.1656591,9.901661475,9.231065693,0,0,9.8596054,3.724857717,19.24579439,5.057866463
156,156,172,IRI2016-3446,8586,2/1/2020,1/24/2021,358,good,ok,1,0,IP103,,IRI2016-3446,no,iri2016-3446,3446,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Tarangire,2020,TZ_2020,2/1/2020,female,,1/24/2021,fell off,IRI2016-3446,OUF anisotropic,4.366782896,8.014407673,29.34430106,32.0056953,30.64612143,12.79535344,13.10014452,12.94776131,31.14460028,56.95182381,6932.196624,1,0,111.2842754,146.9497067,187.4967033,56.95182381,141.6215072,111.2842754,146.9497067,187.4967033,56.95182381,141.6215072,0.216864663,27.99620609,7.032708261,0.472025262,0.168857019,0,0.008152807,0,0.051712089,0,0.022711391,0.025273701,0,0,0,0,0.386908922,0.371185651,0.000116469,0.13393897,0,0,0,Mosaic Vegetation,9.564641175,3.41120467,36.5118111,4.763869006,5.226531563,8.331780531,1.142907058,2.279064605,6.19788027,2.936422044,19.05998137,4.574957913
